pipeline,mean_daily_return,std_daily_return,final_wealth,cumulative_return,max_drawdown,sharpe_like_daily_return
only_ddpg,-0.00030283683070126793,0.024697197141166763,0.9539262038324088,-0.06700304250239053,0.218227012184567,-0.012261991875850618
ddpg_slm,-7.726000397495549e-06,0.01489526001985412,1.0023780619985063,-0.01334162462689148,0.1376835390509559,-0.0005186885215294962
buy_hold,2.336341879833004e-05,0.012318872778692187,1.0123134942484262,-0.005912419150894799,0.1274953295031982,0.0018965549217085413
markov_chain,6.724546384951745e-05,0.012983595206295221,1.0180359917956645,-0.0018686574958974855,0.1285129725175907,0.005179263738668689
