time,wealth,reward,drawdown,action,daily_return
2026-03-23,0.880040140642333,-0.1540724536734479,0.18336281703149804,"[2.6911497116088867e-05, 1.0, 1.0, 0.0, 1.0]",0.016734420908864456
2026-03-24,0.8768517839891494,-0.22248738719852695,0.1863214668422377,"[0.9997199773788452, 1.0, 1.0, 0.0, 1.0]",-0.0036229673010783614
2026-03-25,0.8846705998869743,-0.2606335223370856,0.17906596167370234,"[0.0, 1.0, 1.0, 0.0, 0.32509368658065796]",0.008916918503893534
2026-03-26,0.8797525991872929,-0.20706382713910254,0.18362964241023505,"[0.9992214441299438, 0.0, 1.0, 0.0, 0.08696925640106201]",-0.005559132066002559
2026-03-27,0.855224752879709,-0.2949291107531814,0.20639036704978353,"[0.0, 1.0, 1.0, 0.0, 0.01924288272857666]",-0.027880390839700175
2026-03-30,0.8508726320595255,-0.330674590158989,0.21042893702221588,"[0.9999992251396179, 0.9999947547912598, 0.0, 0.0, 0.0]",-0.005088862086286783
2026-03-31,0.8847723710966503,-0.17592262214244883,0.17897152262468755,"[0.0, 1.0, 1.0, 0.0, 0.002842038869857788]",0.03984114397365324
2026-04-01,0.8893147431474158,-0.1798047368576897,0.1747564081722667,"[1.0, 0.0, 0.9655584096908569, 0.00018996000289916992, 0.0]",0.00513394427669045
2026-04-02,0.9057348293208067,-0.1883268056352431,0.1595193157971953,"[2.980232238769531e-07, 0.0, 0.0, 0.0, 0.004002988338470459]",0.018463751219593982
2026-04-06,0.9037817154056431,-0.24917301559852295,0.16133171658669979,"[1.0, 1.0, 0.0, 0.0, 2.9802322387695312e-08]",-0.00215638601049295
2026-04-07,0.8976647157730532,-0.23196379643913975,0.16700801374347668,"[1.0, 0.0, 0.0, 0.0, 3.5762786865234375e-07]",-0.006768226805567101
2026-04-08,0.8854672559272,-0.24711628797694368,0.1783267011395068,"[1.0, 0.0, 0.0, 0.0, 0.0]",-0.013587990740338896
2026-04-09,0.877886718716963,-0.2525549572463118,0.18536109453460514,"[1.0, 0.0, 0.0, 0.0038094818592071533, 1.0]",-0.008561058762471374
2026-04-10,0.8636006304098958,-0.2628172242693427,0.198617934049002,"[1.0, 0.0, 1.0, 1.0, 0.9482985734939575]",-0.01627327080189389
2026-04-13,0.8582973220724556,-0.2765329254805104,0.20353916273061584,"[0.0, 0.0, 1.0, 0.0, 1.0]",-0.0061409268945565865
2026-04-14,0.877207364897911,-0.21085749958004565,0.18599150394823102,"[0.0, 1.0, 1.0, 0.0, 1.0]",0.02203204220630095
2026-04-15,0.8655275507671316,-0.3044851197210988,0.19682983968868203,"[0.0, 9.635090827941895e-05, 0.9792336225509644, 1.0, 0.0]",-0.013314769800340964
2026-04-16,0.8597956840938237,-0.2984082229974843,0.20214875099405127,"[0.060631901025772095, 0.9731690287590027, 1.0, 0.9999752044677734, 0.0]",-0.006622396558292887
2026-04-17,0.8842175580115129,-0.17784269385815893,0.179486363907484,"[0.0, 1.0, 1.0, 1.0, 0.0]",0.02840427600358164
2026-04-20,0.8819737443321445,-0.11560843624827227,0.1815685208428349,"[1.0, 1.0, 0.9793378114700317, 1.0, 0.0]",-0.0025376262425894636
2026-04-21,0.8888163482819643,-0.13614295215359093,0.17521889591587253,"[1.0, 0.0, 0.0, 0.0004931986331939697, 0.0]",0.007758285316079583
2026-04-22,0.8878012431815693,-0.12921925093594233,0.1761608672320883,"[1.0, 1.0, 0.989446759223938, 0.0, 1.0]",-0.001142086441543455
2026-04-23,0.8673678947248544,-0.2464432663484301,0.1951220842853536,"[0.999961256980896, 1.0, 1.0, 0.0, 1.0]",-0.023015679031366143
2026-04-24,0.8835204327445916,-0.15913575477913408,0.18013326441561225,"[0.00023001432418823242, 0.9999997615814209, 0.9997466206550598, 0.0, 0.0]",0.01862247625024338
2026-04-27,0.885705166364026,-0.059280050163275755,0.17810593108601067,"[1.0, 1.0, 0.7417922019958496, 0.0, 1.0]",0.0024727595859301843
2026-04-28,0.8881458536020079,-0.03143338381100905,0.17584108445176738,"[0.876400351524353, 0.08377987146377563, 0.0, 0.8894846439361572, 0.9999869465827942]",0.0027556429957402706
2026-04-29,0.8637223109301989,-0.2744969469315066,0.19850502006618076,"[0.9994697570800781, 0.0003947317600250244, 1.0, 0.0, 0.0]",-0.02749947271921127
2026-04-30,0.8559904524898765,-0.33018604117998435,0.2056798326732597,"[0.0, 1.0, 1.0, 0.0, 1.0]",-0.00895178733080948
2026-05-01,0.8505978114581901,-0.4320970903239807,0.21068395802788542,"[0.0, 1.0, 1.0, 1.0, 1.0]",-0.006299884555955537
2026-05-04,0.8444974410120973,-0.4555392074129212,0.216344824056707,"[1.0, 0.0, 1.0, 1.0, 0.0005452632904052734]",-0.007171862381863958
2026-05-05,0.8424691215339954,-0.4419204978399576,0.21822701218456703,"[0.0, 1.0, 1.0, 1.0, 0.0]",-0.0024018065414987966
2026-05-06,0.8808628188171368,-0.1893612263071251,0.18259940914118175,"[0.0, 1.0, 1.0, 0.0, 0.0]",0.0455728243347755
2026-05-07,0.8916982052801927,-0.11863397664993341,0.17254466383023884,"[1.0, 1.0, 0.0, 1.0, 1.7583370208740234e-06]",0.012300878447345731
2026-05-08,0.8985577939939952,-0.0395910260935356,0.16617927781560382,"[1.0, 1.0, 0.9997893571853638, 0.0, 0.0]",0.007692724593571398
2026-05-11,0.8952677276024305,-0.034841817484924625,0.16923230963279534,"[1.0, 1.0, 0.0, 0.006062686443328857, 0.0]",-0.0036614966934299664
2026-05-12,0.8779270394034454,-0.17458623439780407,0.18532367877331918,"[1.0, 0.0, 0.0, 0.0, 0.0]",-0.019369276546384873
2026-05-13,0.8595851571590781,-0.21399291769960577,0.20234411040436648,"[1.0, 0.0, 0.0, 0.0, 0.0]",-0.02089226259260757
2026-05-14,0.8741606994582195,-0.13262686377386362,0.1888186707639414,"[1.0, 0.0, 0.999045729637146, 2.086162567138672e-07, 0.9998871088027954]",0.016956484389881066
2026-05-15,0.8530950094185674,-0.30484273996207034,0.20836667201614884,"[0.004227548837661743, 1.0, 0.8805138468742371, 8.764863014221191e-05, 1.0]",-0.024098189329156527
2026-05-18,0.8710691783057225,-0.21788299807109138,0.19168746163888942,"[0.9679378867149353, 0.0, 9.834766387939453e-07, 0.0, 1.0]",0.02106936353947897
2026-05-19,0.8668979804578658,-0.257364834309597,0.19555814333028557,"[1.0, 1.0, 0.0, 0.0, 0.0]",-0.004788595385695871
