pipeline,mean_daily_return,std_daily_return,final_wealth,cumulative_return,max_drawdown,sharpe_like_daily_return
only_ddpg,-0.0002960551267489695,0.01692828428191351,0.9761113963853272,-0.04870066969646103,0.1347497216420257,-0.017488785149082132
ddpg_slm,-0.00029817351148969895,0.016927649762275024,0.9758767455857238,-0.04892935561031142,0.1347465196354554,-0.017614584167154067
difference_ddpg_slm_minus_only_ddpg,-2.118384740729465e-06,-6.34519638487846e-07,-0.00023465079960338642,-0.0002286859138503905,-3.2020065703075584e-06,-0.00012579901807193566
