time,wealth,reward,drawdown,action,daily_return
2025-01-03,1.0086162812502044,0.008616281250204513,0.0,"[0.9968072175979614, 0.03936013579368591, 0.7819553017616272, 0.849144697189331, 0.004051387310028076]",
2025-01-06,1.0175791734265969,0.00888632510004974,0.0,"[0.9912734031677246, 0.38109028339385986, 0.5042246580123901, 0.8112559914588928, 0.0002544522285461426]",0.008886325100049719
2025-01-07,0.989508176819864,-0.05517211306950503,0.027586056534752525,"[0.9806872010231018, 0.8312267065048218, 0.9249362349510193, 0.9041175842285156, 0.033966004848480225]",-0.027586056534752545
2025-01-08,0.9886786510031693,-0.029239573226824172,0.028401251890904877,"[0.3521440327167511, 0.16453009843826294, 0.14029857516288757, 0.013465464115142822, 0.4450783133506775]",-0.0008383213359193231
2025-01-10,0.9862798669616045,-0.03318484826828638,0.03075859577549631,"[0.29120516777038574, 0.0002671778202056885, 0.4296419024467468, 0.011083543300628662, 0.9993268251419067]",-0.0024262524927900486
2025-01-13,0.9770033984986755,-0.04928032210704865,0.03987480874956051,"[0.8633466958999634, 0.587662935256958, 0.34014415740966797, 0.8061608076095581, 0.9903308153152466]",-0.009405513357488182
2025-01-14,0.9763390085668942,-0.04120774929418798,0.04052772102325027,"[0.11097291111946106, 0.0070289671421051025, 0.0376359224319458, 0.6799642443656921, 0.9786587357521057]",-0.0006800282709377159
2025-01-15,0.9992963944506101,0.005546809280463836,0.017966935107782613,"[0.2307068407535553, 0.004453808069229126, 0.9374340772628784, 0.9749432802200317, 0.9999998211860657]",0.023513744388246494
2025-01-16,0.9972640082192844,-0.021998028118314257,0.019964210881894495,"[0.40011197328567505, 0.22693854570388794, 0.6803558468818665, 0.3177308738231659, 0.0034786462783813477]",-0.0020338172364197105
2025-01-17,1.0069500371398128,-0.0007329102844481038,0.010445512805643927,"[0.7821555733680725, 0.930091142654419, 0.757049024105072, 0.9890961647033691, 0.05110752582550049]",0.009712602521195768
2025-01-21,1.0278970196780157,0.020802405050504503,0.0,"[0.998162031173706, 0.8254626989364624, 0.9765526056289673, 0.9598926305770874, 0.055390119552612305]",0.020802405050504458
2025-01-22,1.034739351550425,0.006656631687241114,0.0,"[0.919906735420227, 0.9842847585678101, 0.970720648765564, 0.0005747973918914795, 0.0011771023273468018]",0.006656631687241177
